Gene Symbol /Region Name,HGNC/Dosage ID,GRCh37,GRCh38,HI Score,TS Score,LastEvaluated Date
B3GALNT2,HGNC:28596,1:235610505-235667752,1:235439796-235504452,AutosomalRecessive,,8/22/2016
B3GALT6,HGNC:17978,1:1167617-1170421,1:1232237-1235041,AutosomalRecessive,NoEvidence,8/22/2016
B4GALT1,HGNC:924,9:33104075-33167334,9:33104077-33185089,AutosomalRecessive,NoEvidence,8/22/2016
B4GALT7,HGNC:930,5:177027133-177037331,5:177600132-177610330,AutosomalRecessive,NoEvidence,8/22/2016
B9D1,HGNC:24123,17:19238008-19281226,17:19334695-19377913,AutosomalRecessive,NoEvidence,8/22/2016
BBS12,HGNC:26648,4:123653859-123666094,4:122700442-122744939,AutosomalRecessive,NoEvidence,8/22/2016
BBS5,HGNC:970,2:170336004-170363165,2:169479494-169506655,AutosomalRecessive,NoEvidence,10/12/2015
BBS7,HGNC:18758,4:122745484-122791629,4:121824329-121870474,AutosomalRecessive,,8/22/2016
BCHE,HGNC:983,3:165490692-165555211,3:165772904-165837423,AutosomalRecessive,,8/22/2016
BCKDHB,HGNC:987,6:80816327-81055987,6:80106610-80466676,AutosomalRecessive,,8/22/2016
BCKDK,HGNC:16902,16:31119707-31124159,16:31108386-31117640,AutosomalRecessive,,8/22/2016
BCS1L,HGNC:1020,2:219524406-219528166,2:218658743-218663443,AutosomalRecessive,NoEvidence,8/22/2016
BIN1,HGNC:1052,2:127805599-127864730,2:127048023-127107154,AutosomalRecessive,,8/22/2016
BLM,HGNC:1058,15:91260577-91359396,15:90717346-90816166,AutosomalRecessive,NoEvidence,2/9/2022
BLNK,HGNC:14211,10:97948927-98031326,10:96189171-96271569,AutosomalRecessive,NoEvidence,8/22/2016
BMPER,HGNC:24154,7:33944527-34196039,7:33904915-34156427,AutosomalRecessive,,8/22/2016
BPNT2,HGNC:26019,8:57870490-57906426,8:56957931-56993867,AutosomalRecessive,,8/22/2016
BRAT1,HGNC:21701,7:2577444-2595158,7:2537810-2555524,AutosomalRecessive,NoEvidence,8/22/2016
BSND,HGNC:16512,1:55464606-55482845,1:54998933-55017172,AutosomalRecessive,NoEvidence,5/17/2012
BTD,HGNC:1122,3:15642859-15764023,3:15601361-15722516,AutosomalRecessive,NoEvidence,5/21/2015
BUB1B,HGNC:1149,15:40453270-40513324,15:40161069-40221123,AutosomalRecessive,NoEvidence,2/2/2022
C19orf12,HGNC:25443,19:30189793-30206696,19:29698886-29715789,AutosomalRecessive,NoEvidence,8/22/2016
C1QB,HGNC:1242,1:22979729-22988130,1:22653236-22661637,AutosomalRecessive,NoEvidence,1/17/2017
CA12,HGNC:1371,15:63613577-63674045,15:63321378-63381846,AutosomalRecessive,,8/22/2016
CA5A,HGNC:1377,16:87915155-87970135,16:87881549-87936529,AutosomalRecessive,NoEvidence,8/22/2016
CA8,HGNC:1382,8:61097971-61193959,8:60185412-60281400,AutosomalRecessive,NoEvidence,8/22/2016
CABP2,HGNC:1385,11:67286383-67290917,11:67518912-67523446,AutosomalRecessive,NoEvidence,8/20/2021
CABP4,HGNC:1386,11:67219874-67229223,11:67452403-67461752,AutosomalRecessive,NoEvidence,8/22/2016
CANT1,HGNC:19721,17:76987798-77005846,17:78991716-79009764,AutosomalRecessive,,8/22/2016
CAPN3,HGNC:1480,15:42651699-42704515,15:42359501-42412317,AutosomalRecessive,NoEvidence,8/22/2016
CASQ2,HGNC:1513,1:116242642-116311335,1:115700021-115768714,AutosomalRecessive,,8/22/2016
CATSPER2,HGNC:18810,15:43920701-43941082,15:43628503-43648884,AutosomalRecessive,NoEvidence,9/20/2012
CBS,HGNC:1550,21:44473301-44496983,21:43053191-43076873,AutosomalRecessive,NoEvidence,8/22/2016
CC2D2A,HGNC:29253,4:15471489-15603180,4:15469865-15601557,AutosomalRecessive,NoEvidence,7/17/2013
CCBE1,HGNC:29426,18:57098171-57364655,18:59430939-59697721,AutosomalRecessive,,8/22/2016
CCDC39,HGNC:25244,3:180331796-180397277,3:180614008-180679489,AutosomalRecessive,NoEvidence,8/22/2016
CCDC40,HGNC:26090,17:78010441-78074412,17:80036642-80100613,AutosomalRecessive,,8/22/2016
CCDC8,HGNC:25367,19:46913586-46916821,19:46410329-46413564,AutosomalRecessive,NoEvidence,8/22/2016
CCN6,HGNC:12771,6:112375307-112390889,6:112052813-112069686,AutosomalRecessive,,8/22/2016
CCT5,HGNC:1618,5:10250033-10266524,5:10249921-10266412,AutosomalRecessive,NoEvidence,8/22/2016
CD19,HGNC:1633,16:28943292-28950663,16:28931971-28939342,AutosomalRecessive,,8/22/2016
CD27,HGNC:11922,12:6554121-6560879,12:6443892-6451713,AutosomalRecessive,,7/28/2023
CD36,HGNC:1663,7:80231523-80308593,7:80602207-80679274,AutosomalRecessive,,8/22/2016
CD3D,HGNC:1673,11:118209669-118213420,11:118338954-118342705,AutosomalRecessive,,8/22/2016
CD3E,HGNC:1674,11:118175445-118186888,11:118304730-118316173,AutosomalRecessive,NoEvidence,5/9/2017
CD3G,HGNC:1675,11:118215059-118225876,11:118344344-118355161,AutosomalRecessive,,8/22/2016
CD59,HGNC:1689,11:33724556-33758025,11:33703010-33736479,AutosomalRecessive,,8/22/2016
CD8A,HGNC:1706,2:87011728-87035519,2:86784605-86808396,AutosomalRecessive,NoEvidence,8/22/2016
CDAN1,HGNC:1713,15:43015742-43029326,15:42723544-42737128,AutosomalRecessive,NoEvidence,8/22/2016
CDH23,HGNC:13733,10:73156677-73575704,10:71396920-71815947,AutosomalRecessive,,8/22/2016
CDHR1,HGNC:14550,10:85954293-85979377,10:84194537-84219621,AutosomalRecessive,,8/22/2016
CDIN1,HGNC:26929,15:36871827-37102445,15:36579626-36810244,AutosomalRecessive,,8/22/2016
CDK5RAP2,HGNC:18672,9:123151153-123342445,9:120388875-120580167,AutosomalRecessive,,8/22/2016
CDK6,HGNC:1777,7:92234235-92465887,7:92604921-92836573,AutosomalRecessive,,8/22/2016
CDT1,HGNC:24576,16:88870197-88875666,16:88803789-88809258,AutosomalRecessive,,8/22/2016
CEBPE,HGNC:1836,14:23586515-23588464,14:23117306-23119255,AutosomalRecessive,,8/22/2016
CEP164,HGNC:29182,11:117192494-117283982,11:117321778-117413266,AutosomalRecessive,NoEvidence,8/22/2016
CEP290,HGNC:29021,12:88442793-88535865,12:88049016-88142088,AutosomalRecessive,NoEvidence,8/22/2012
CEP78,HGNC:25740,9:80850991-80894606,9:78236075-78279690,AutosomalRecessive,NoEvidence,10/23/2017
CERS3,HGNC:23752,15:100940600-101084888,15:100400395-100544683,AutosomalRecessive,,8/22/2016
CFAP418,HGNC:27232,8:96257141-96281429,8:95244913-95269201,AutosomalRecessive,NoEvidence,8/22/2016
CFAP53,HGNC:26530,18:47753563-47792865,18:50227193-50266495,AutosomalRecessive,NoEvidence,8/22/2016
CFD,HGNC:2771,19:859664-863641,19:859664-863641,AutosomalRecessive,NoEvidence,8/22/2016
CFL2,HGNC:1875,14:35178319-35183799,14:34709113-34714593,AutosomalRecessive,,8/22/2016
CFTR,HGNC:1884,7:117120079-117308719,7:117480025-117668665,AutosomalRecessive,,8/22/2016
CHAT,HGNC:1912,10:50817141-50875988,10:49609095-49667942,AutosomalRecessive,,8/22/2016
CHKB,HGNC:1938,22:51017392-51021278,22:50578963-50582849,AutosomalRecessive,NoEvidence,8/22/2016
CHMP1A,HGNC:8740,16:89710843-89724116,16:89644435-89657708,AutosomalRecessive,NoEvidence,8/22/2016
CHST6,HGNC:6938,16:75505940-75529339,16:75472042-75495441,AutosomalRecessive,NoEvidence,8/22/2016
CHSY1,HGNC:17198,15:101715932-101792253,15:101175727-101252048,AutosomalRecessive,NoEvidence,8/22/2016
CIDEC,HGNC:24229,3:9908394-9921937,3:9866710-9880253,AutosomalRecessive,NoEvidence,8/22/2016
CLCF1,HGNC:17412,11:67131639-67141648,11:67364168-67374177,AutosomalRecessive,,8/22/2016
CLCNKA,HGNC:2026,1:16348531-16360545,1:16022036-16034050,AutosomalRecessive,NoEvidence,5/17/2012
CLCNKB,HGNC:2027,1:16370277-16383821,1:16043782-16057326,AutosomalRecessive,NoEvidence,11/17/2011
CLDN14,HGNC:2035,21:37832919-37948867,21:36460621-36576569,AutosomalRecessive,NoEvidence,8/22/2016
CLMP,HGNC:24039,11:122940580-123065956,11:123069872-123195248,AutosomalRecessive,NoEvidence,8/22/2016
CLN3,HGNC:2074,16:28477974-28503403,16:28466653-28492082,AutosomalRecessive,,8/22/2016
CLN8,HGNC:2079,8:1711955-1734736,8:1753059-1786570,AutosomalRecessive,,8/22/2016
CLPP,HGNC:2084,19:6361542-6370253,19:6361531-6370242,AutosomalRecessive,NoEvidence,3/6/2018
CLRN1,HGNC:12605,3:150643950-150690786,3:150926163-150972999,AutosomalRecessive,NoEvidence,8/22/2016
CNGB1,HGNC:2151,16:57916244-58005032,16:57882340-57971128,AutosomalRecessive,,8/22/2016
CNNM4,HGNC:105,2:97426639-97477611,2:96760902-96811874,AutosomalRecessive,,8/22/2016
CNTN1,HGNC:2171,12:41086241-41466217,12:40692439-41072415,AutosomalRecessive,,8/22/2016
CNTN2,HGNC:2172,1:205012077-205047417,1:205042949-205078289,AutosomalRecessive,NoEvidence,8/22/2016
COG1,HGNC:6545,17:71189194-71204646,17:73193055-73208507,AutosomalRecessive,,8/22/2016
COG4,HGNC:18620,16:70514470-70557457,16:70480567-70523554,AutosomalRecessive,,8/22/2016
COG7,HGNC:18622,16:23399814-23464510,16:23388493-23453189,AutosomalRecessive,NoEvidence,4/9/2015
COG8,HGNC:18623,16:69360331-69373467,16:69326428-69339564,AutosomalRecessive,NoEvidence,3/25/2015
COL4A3,HGNC:2204,2:228029340-228179508,2:227164624-227314792,AutosomalRecessive,NoEvidence,5/22/2013
COL7A1,HGNC:2214,3:48601506-48632762,3:48564073-48595329,AutosomalRecessive,,2/8/2023
COLEC11,HGNC:17213,2:3642702-3692234,2:3595112-3644644,AutosomalRecessive,NoEvidence,8/22/2016
COLQ,HGNC:2226,3:15491640-15563213,3:15450133-15521706,AutosomalRecessive,NoEvidence,8/22/2016
COQ2,HGNC:25223,4:84184977-84206287,4:83263824-83285134,AutosomalRecessive,NoEvidence,8/22/2016
CORO1A,HGNC:2252,16:30194923-30200397,16:30183602-30189076,AutosomalRecessive,NoEvidence,8/22/2016
COX10,HGNC:2260,17:13972821-14111994,17:14069504-14208677,AutosomalRecessive,,8/22/2016
COX14,HGNC:28216,12:50506019-50514236,12:50112236-50120453,AutosomalRecessive,NoEvidence,8/22/2016
COX15,HGNC:2263,10:101454050-101491884,10:99694293-99732127,AutosomalRecessive,NoEvidence,8/22/2016
COX20,HGNC:26970,1:244998608-245008365,1:244835306-244845063,AutosomalRecessive,,8/22/2016
COX6B1,HGNC:2280,19:36139225-36149684,19:35648323-35658782,AutosomalRecessive,NoEvidence,8/22/2016
CP,HGNC:2295,3:148880201-148939616,3:149162414-149221829,AutosomalRecessive,,8/22/2016
CPAP,HGNC:17272,13:25456417-25496999,13:24882279-24934000,AutosomalRecessive,,8/22/2016
CPLANE1,HGNC:25801,5:37106337-37249478,5:37075669-37249376,AutosomalRecessive,NoEvidence,8/22/2016
CPN1,HGNC:2312,10:101801950-101841626,10:100042193-100081869,AutosomalRecessive,NoEvidence,8/22/2016
CPS1,HGNC:2323,2:211342409-211543831,2:210477685-210679107,AutosomalRecessive,,8/22/2016
CPT1A,HGNC:2328,11:68522088-68609384,11:68754620-68844277,AutosomalRecessive,NoEvidence,8/22/2016
CRADD,HGNC:2340,12:94071151-94288616,12:93677375-93894840,AutosomalRecessive,NoEvidence,8/22/2016
CRIPT,HGNC:14312,2:46844354-46857315,2:46617215-46630176,AutosomalRecessive,NoEvidence,8/22/2016
CRPPA,HGNC:37276,7:16127150-16461163,7:16087525-16421538,AutosomalRecessive,,8/22/2016
CRTAP,HGNC:2379,3:33155506-33189265,3:33114014-33147773,AutosomalRecessive,NoEvidence,8/22/2016
CSF2RA,HGNC:2435,X:1387707-1444111,X:1268814-1325218,AutosomalRecessive,NoEvidence,8/23/2021
CSF2RB,HGNC:2436,22:37309670-37336481,22:36913628-36940439,AutosomalRecessive,,8/22/2016
CSPP1,HGNC:26193,8:67976603-68108849,8:67064368-67196614,AutosomalRecessive,NoEvidence,8/22/2016
CSTB,HGNC:2482,21:45193831-45196189,21:43773950-43776308,AutosomalRecessive,NoEvidence,8/22/2016
CTC1,HGNC:26169,17:8128133-8151374,17:8224815-8248056,AutosomalRecessive,NoEvidence,10/8/2019
CTDP1,HGNC:2498,18:77439803-77516625,18:79676768-79756625,AutosomalRecessive,,8/22/2016
CTH,HGNC:2501,1:70876951-70905534,1:70411268-70439851,AutosomalRecessive,NoEvidence,8/22/2016
CTNS,HGNC:2518,17:3539753-3566397,17:3636459-3663103,AutosomalRecessive,NoEvidence,8/22/2012
CUBN,HGNC:2548,10:16865965-17171810,10:16823966-17129811,AutosomalRecessive,NoEvidence,8/22/2016
CYB5A,HGNC:2570,18:71918081-71959198,18:74250846-74291963,AutosomalRecessive,NoEvidence,8/22/2016
CYP21A2,HGNC:2600,6:32006192-32009421,6:32038415-32041644,AutosomalRecessive,NoEvidence,7/6/2012
CYP24A1,HGNC:2602,20:52769985-52790525,20:54143538-54173986,AutosomalRecessive,,8/22/2016
CYP27A1,HGNC:2605,2:219646870-219680016,2:218782147-218815293,AutosomalRecessive,,8/22/2016
CYP4F22,HGNC:26820,19:15619336-15663128,19:15508525-15552317,AutosomalRecessive,,8/22/2016
CYP4V2,HGNC:23198,4:187112721-187134617,4:186191567-186213463,AutosomalRecessive,,8/22/2016
D2HGDH,HGNC:28358,2:242674045-242708226,2:241734630-241768811,AutosomalRecessive,,8/22/2016
DARS2,HGNC:25538,1:173793811-173827684,1:173824673-173858546,AutosomalRecessive,NoEvidence,8/22/2016
DBH,HGNC:2689,9:136501485-136524451,9:133636363-133659329,AutosomalRecessive,NoEvidence,8/22/2016
DBT,HGNC:2698,1:100652475-100715390,1:100186919-100249834,AutosomalRecessive,,8/22/2016
DCLRE1C,HGNC:17642,10:14939358-14996431,10:14897359-14954432,AutosomalRecessive,NoEvidence,8/22/2016
DCXR,HGNC:18985,17:79993734-79995573,17:82035858-82037697,AutosomalRecessive,NoEvidence,8/22/2016
DDB2,HGNC:2718,11:47236525-47260768,11:47214454-47239217,AutosomalRecessive,NoEvidence,8/22/2016
DDHD1,HGNC:19714,14:53503473-53620041,14:53036755-53153323,AutosomalRecessive,NoEvidence,9/25/2014
DDOST,HGNC:2728,1:20978270-20987862,1:20651777-20661369,AutosomalRecessive,NoEvidence,8/22/2016
DGKE,HGNC:2852,17:54911512-54946928,17:56834151-56869567,AutosomalRecessive,NoEvidence,8/22/2016
DGUOK,HGNC:2858,2:74154007-74186073,2:73926880-73958946,AutosomalRecessive,,8/22/2016
DHCR7,HGNC:2860,11:71145457-71159439,11:71434411-71448393,AutosomalRecessive,NoEvidence,4/4/2012
DHODH,HGNC:2867,16:72042643-72061558,16:72008744-72027659,AutosomalRecessive,NoEvidence,8/22/2016
DMP1,HGNC:2932,4:88571432-88585509,4:87650280-87664357,AutosomalRecessive,,8/22/2016
DNAAF1,HGNC:30539,16:84178913-84211526,16:84145308-84177920,AutosomalRecessive,NoEvidence,8/22/2016
DNAAF11,HGNC:16725,8:133582664-133687791,8:132570416-132702913,AutosomalRecessive,,8/22/2016
DNAAF19,HGNC:32700,17:42977097-42982758,17:44899729-44905390,AutosomalRecessive,,8/22/2016
DNAH11,HGNC:2942,7:21582657-21941457,7:21543039-21901839,AutosomalRecessive,NoEvidence,8/22/2016
DNAH5,HGNC:2950,5:13690437-13944797,5:13690328-14011818,AutosomalRecessive,NoEvidence,8/22/2016
DNAI1,HGNC:2954,9:34458803-34520982,9:34458805-34520984,AutosomalRecessive,NoEvidence,8/22/2016
DNAI2,HGNC:18744,17:72270373-72311023,17:74274234-74314884,AutosomalRecessive,NoEvidence,8/22/2016
DNAJC6,HGNC:15469,1:65730432-65881554,1:65264749-65415871,AutosomalRecessive,NoEvidence,8/22/2016
DNM1,HGNC:2972,9:130965658-131017523,9:128203379-128255244,AutosomalRecessive,NoEvidence,8/8/2023
DOCK7,HGNC:19190,1:62920397-63154057,1:62454726-62688386,AutosomalRecessive,NoEvidence,8/22/2016
DOCK8,HGNC:19191,9:214865-465255,9:211257-465255,AutosomalRecessive,NoEvidence,6/14/2023
DOK7,HGNC:26594,4:3465033-3503209,4:3463306-3501482,AutosomalRecessive,,8/22/2016
DPAGT1,HGNC:2995,11:118967220-118972563,11:119093874-119101853,AutosomalRecessive,NoEvidence,8/22/2016
DPM1,HGNC:3005,20:49551392-49575101,20:50934855-50958564,AutosomalRecessive,NoEvidence,8/22/2016
DPM3,HGNC:3007,1:155112367-155113007,1:155139891-155140531,AutosomalRecessive,NoEvidence,4/9/2015
DPYD,HGNC:3012,1:97543299-98386615,1:97077743-97921059,AutosomalRecessive,NoEvidence,1/24/2018
DPYS,HGNC:3013,8:105391659-105479283,8:104379431-104467055,AutosomalRecessive,,8/22/2016
DSC3,HGNC:3037,18:28569331-28622708,18:30989365-31042742,AutosomalRecessive,,8/22/2016
DSE,HGNC:21144,6:116575334-116766024,6:116254171-116444861,AutosomalRecessive,,8/22/2016
DSG4,HGNC:21307,18:28956740-28994872,18:31376777-31414909,AutosomalRecessive,NoEvidence,8/22/2016
DYM,HGNC:21317,18:46562757-46987015,18:49036387-49460645,AutosomalRecessive,NoEvidence,2/23/2012
DYNC2H1,HGNC:2962,11:102980155-103350591,11:103109426-103479863,AutosomalRecessive,,8/22/2016
DYNC2I1,HGNC:21862,7:158631936-158738880,7:158839245-158958698,AutosomalRecessive,,8/22/2016
EARS2,HGNC:29419,16:23532075-23568696,16:23520754-23557375,AutosomalRecessive,NoEvidence,8/22/2016
EFL1,HGNC:25789,15:82422574-82555075,15:82130233-82262734,AutosomalRecessive,,4/13/2022
EIF2AK3,HGNC:3255,2:88856259-88926982,2:88556741-88628145,AutosomalRecessive,,8/22/2016
EIF2B1,HGNC:3257,12:124104953-124118233,12:123620406-123633686,AutosomalRecessive,,8/22/2016
EIF2B3,HGNC:3259,1:45316194-45452267,1:44850522-44986595,AutosomalRecessive,NoEvidence,8/22/2016
EIF4A3,HGNC:18683,17:78108168-78120927,17:80134369-80147128,AutosomalRecessive,NoEvidence,8/22/2016
ENO3,HGNC:3354,17:4853847-4860424,17:4948710-4957129,AutosomalRecessive,,8/22/2016
ENPP1,HGNC:3356,6:132129160-132216295,6:131808020-131895155,AutosomalRecessive,NoEvidence,8/22/2016
EPB42,HGNC:3381,15:43489425-43513216,15:43197227-43225737,AutosomalRecessive,NoEvidence,8/22/2016
EPCAM,HGNC:11529,2:47596450-47614159,2:47369311-47387020,AutosomalRecessive,NoEvidence,10/8/2019
EPM2A,HGNC:3413,6:145946441-146057159,6:145383353-145736023,AutosomalRecessive,NoEvidence,8/22/2016
EPS8,HGNC:3420,12:15773068-15942322,12:15620134-15789388,AutosomalRecessive,NoEvidence,2/7/2018
ERCC1,HGNC:3433,19:45910592-45954805,19:45407334-45451547,AutosomalRecessive,,8/22/2016
ERCC2,HGNC:3434,19:45853095-45873831,19:45349837-45370573,AutosomalRecessive,SensitivityUnlikely,6/13/2023
ERCC3,HGNC:3435,2:128014866-128051720,2:127257290-127294144,AutosomalRecessive,NoEvidence,6/30/2020
ERCC4,HGNC:3436,16:14014011-14046205,16:13920154-13952348,AutosomalRecessive,NoEvidence,8/9/2023
ERCC5,HGNC:3437,13:103498382-103528345,13:102846032-102875995,AutosomalRecessive,SensitivityUnlikely,8/22/2016
ERCC6L2,HGNC:26922,9:98637973-98803374,9:95875691-96041092,AutosomalRecessive,NoEvidence,8/22/2016
ERCC8,HGNC:3439,5:60162281-60240897,5:60866454-60945070,AutosomalRecessive,NoEvidence,8/22/2016
ESCO2,HGNC:27230,8:27632071-27662833,8:27771974-27819660,AutosomalRecessive,,8/22/2016
ESPN,HGNC:13281,1:6484836-6521004,1:6424776-6461370,AutosomalRecessive,NoEvidence,2/7/2018
ETFB,HGNC:3482,19:51848409-51869642,19:51345155-51366388,AutosomalRecessive,NoEvidence,8/22/2016
ETFDH,HGNC:3483,4:159593448-159630775,4:158672296-158709623,AutosomalRecessive,,8/22/2016
EVC2,HGNC:19747,4:5564166-5711275,4:5529011-5709548,AutosomalRecessive,NoEvidence,7/18/2013
EXOSC3,HGNC:17944,9:37779711-37785089,9:37779714-37785092,AutosomalRecessive,NoEvidence,8/22/2016
EXPH5,HGNC:30578,11:108376162-108464495,11:108505435-108607536,AutosomalRecessive,NoEvidence,8/22/2016
EYS,HGNC:21555,6:64429876-66417119,6:63719980-65707226,AutosomalRecessive,,8/22/2016
F10,HGNC:3528,13:113777113-113803843,13:113122799-113149529,AutosomalRecessive,,8/22/2016
F13A1,HGNC:3531,6:6144317-6320895,6:6144084-6320662,AutosomalRecessive,NoEvidence,8/22/2016
F13B,HGNC:3534,1:197007871-197036390,1:197038741-197067260,AutosomalRecessive,NoEvidence,8/22/2016
F5,HGNC:3542,1:169481189-169555719,1:169511951-169586481,AutosomalRecessive,NoEvidence,1/11/2018
F7,HGNC:3544,13:113760102-113774999,13:113105788-113120685,AutosomalRecessive,,8/22/2016
FA2H,HGNC:21197,16:74746867-74808718,16:74712969-74774820,AutosomalRecessive,,8/22/2016
FADD,HGNC:3573,11:70049402-70053496,11:70203296-70207390,AutosomalRecessive,NoEvidence,8/22/2016
FAH,HGNC:3579,15:80445131-80479291,15:80152789-80186949,AutosomalRecessive,NoEvidence,9/2/2020
FAM161A,HGNC:25808,2:62051983-62081195,2:61800240-61854060,AutosomalRecessive,NoEvidence,8/22/2016
FAM20C,HGNC:22140,7:192571-300738,7:192571-260772,AutosomalRecessive,,8/22/2016
FAN1,HGNC:29170,15:31196055-31235311,15:30903852-30943108,AutosomalRecessive,NoEvidence,8/22/2016
FANCA,HGNC:3582,16:89803957-89883055,16:89737549-89816647,AutosomalRecessive,NoEvidence,10/11/2023
FANCC,HGNC:3584,9:97861336-98079991,9:95099054-95317709,AutosomalRecessive,NoEvidence,7/1/2025
FANCD2,HGNC:3585,3:10068121-10143616,3:10026437-10101932,AutosomalRecessive,NoEvidence,8/9/2023
FANCE,HGNC:3586,6:35420115-35434879,6:35452338-35467102,AutosomalRecessive,NoEvidence,6/12/2020
FANCF,HGNC:3587,11:22644079-22647369,11:22622533-22625823,AutosomalRecessive,NoEvidence,1/8/2025
FANCG,HGNC:3588,9:35073836-35079939,9:35073839-35079942,AutosomalRecessive,NoEvidence,11/15/2020
FANCI,HGNC:25568,15:89787210-89860490,15:89243979-89317259,AutosomalRecessive,,12/11/2025
FANCL,HGNC:20748,2:58386378-58468515,2:58159243-58241380,AutosomalRecessive,NoEvidence,10/21/2023
FANCM,HGNC:23168,14:45605133-45670093,14:45135930-45200890,AutosomalRecessive,NoEvidence,4/9/2024
FARS2,HGNC:21062,6:5261240-5771816,6:5249934-5771583,AutosomalRecessive,NoEvidence,8/22/2016
FASLG,HGNC:11936,1:172628243-172636016,1:172659103-172666876,AutosomalRecessive,NoEvidence,10/11/2023
FBP1,HGNC:3606,9:97365415-97402545,9:94603133-94640263,AutosomalRecessive,NoEvidence,8/22/2016
FBXO7,HGNC:13586,22:32870798-32894816,22:32474811-32498829,AutosomalRecessive,,8/22/2016
FGD4,HGNC:19125,12:32552492-32798984,12:32399558-32646050,AutosomalRecessive,NoEvidence,8/22/2016
FGF3,HGNC:3681,11:69624736-69634184,11:69809968-69819416,AutosomalRecessive,,8/22/2016
FKBP14,HGNC:18625,7:30050203-30066318,7:30005923-30026702,AutosomalRecessive,NoEvidence,8/22/2016
FLVCR2,HGNC:20105,14:76044963-76114510,14:75578620-75648167,AutosomalRecessive,NoEvidence,8/22/2016
FOLR1,HGNC:3791,11:71900753-71907367,11:72189709-72196323,AutosomalRecessive,NoEvidence,6/25/2019
FOXE1,HGNC:3806,9:100615508-100618999,9:97853226-97856717,AutosomalRecessive,,8/22/2016
FOXRED1,HGNC:26927,11:126139049-126148021,11:126269154-126278126,AutosomalRecessive,NoEvidence,8/22/2016
FSHB,HGNC:3964,11:30252561-30256741,11:30231014-30235194,AutosomalRecessive,,8/22/2016
FTCD,HGNC:3974,21:47556176-47575493,21:46136262-46155579,AutosomalRecessive,NoEvidence,8/22/2016
FXN,HGNC:3951,9:71650668-71693992,9:69035752-69079076,AutosomalRecessive,NoEvidence,8/22/2016
FYCO1,HGNC:14673,3:45959395-46037316,3:45917903-45995824,AutosomalRecessive,NoEvidence,5/20/2015
G6PC3,HGNC:24861,17:42148041-42153712,17:44070673-44076344,AutosomalRecessive,NoEvidence,4/30/2020
GAA,HGNC:4065,17:78075380-78093680,17:80101581-80119881,AutosomalRecessive,,8/22/2016
GALC,HGNC:4115,14:88399358-88460009,14:87933014-87993667,AutosomalRecessive,,8/22/2016
GALK1,HGNC:4118,17:73747550-73761273,17:75751469-75765192,AutosomalRecessive,NoEvidence,8/22/2016
GALNS,HGNC:4122,16:88880142-88923355,16:88813734-88856947,AutosomalRecessive,NoEvidence,8/22/2016
GALNT3,HGNC:4125,2:166604098-166650757,2:165747588-165794692,AutosomalRecessive,NoEvidence,8/22/2016
GALT,HGNC:4135,9:34646672-34651032,9:34646675-34651035,AutosomalRecessive,,8/22/2016
GAMT,HGNC:4136,19:1397025-1401541,19:1397026-1401542,AutosomalRecessive,NoEvidence,8/22/2016
GAN,HGNC:4137,16:81348567-81424414,16:81314962-81390809,AutosomalRecessive,,8/22/2016
GATAD1,HGNC:29941,7:92076796-92089389,7:92447482-92495769,AutosomalRecessive,,8/22/2016
GBA1,HGNC:4177,1:155204243-155214418,1:155234452-155244627,AutosomalRecessive,NoEvidence,8/22/2016
GBA2,HGNC:18986,9:35736863-35749225,9:35736866-35749228,AutosomalRecessive,,8/22/2016
GBE1,HGNC:4180,3:81538854-81810796,3:81489703-81761645,AutosomalRecessive,NoEvidence,8/22/2016
GCDH,HGNC:4189,19:13001943-13010813,19:12891129-12899999,AutosomalRecessive,,8/22/2016
GCSH,HGNC:4208,16:81115550-81130000,16:81081945-81096395,AutosomalRecessive,,8/22/2016
GFER,HGNC:4236,16:2034194-2037750,16:1984193-1987749,AutosomalRecessive,NoEvidence,8/22/2016
GFM1,HGNC:13780,3:158362316-158413370,3:158644527-158695581,AutosomalRecessive,NoEvidence,8/22/2016
GIPC3,HGNC:18183,19:3585476-3593539,19:3585478-3593541,AutosomalRecessive,NoEvidence,8/22/2016
GLB1,HGNC:4298,3:33038109-33138638,3:32961108-33097146,AutosomalRecessive,NoEvidence,3/25/2015
GLDC,HGNC:4313,9:6532467-6645729,9:6532467-6645729,AutosomalRecessive,NoEvidence,6/10/2016
GLIS3,HGNC:28510,9:3824127-4300068,9:3824127-4490465,AutosomalRecessive,NoEvidence,8/22/2016
GLRB,HGNC:4329,4:157997302-158093242,4:157076150-157172090,AutosomalRecessive,NoEvidence,8/22/2016
GLUL,HGNC:4341,1:182347233-182360925,1:182378098-182391790,AutosomalRecessive,NoEvidence,6/4/2015
GMPPA,HGNC:22923,2:220363613-220371711,2:219498891-219506989,AutosomalRecessive,NoEvidence,8/22/2016
GNPAT,HGNC:4416,1:231376958-231413719,1:231241212-231277973,AutosomalRecessive,,8/22/2016
GNRH1,HGNC:4419,8:25276774-25282556,8:25419258-25425040,AutosomalRecessive,NoEvidence,8/22/2016
GNS,HGNC:4422,12:65107229-65153186,12:64713449-64759406,AutosomalRecessive,,8/22/2016
GORAB,HGNC:25676,1:170501307-170522975,1:170532166-170553834,AutosomalRecessive,NoEvidence,8/22/2016
GP1BB,HGNC:4440,22:19711062-19712294,22:19723539-19724771,AutosomalRecessive,,8/22/2016
